,provincia,poblacion,cp
703,Almería,El Ejido,04710
704,Almería,El Ejido,04711
705,Almería,El Ejido,04712
706,Almería,Berja,04713
707,Almería,El Ejido,04715
708,Almería,El Ejido,04716
709,Almería,Roquetas de Mar,04720
710,Almería,Vícar,04727
711,Almería,Felix,04728
712,Almería,Enix,04729
713,Almería,Vícar,04738
714,Almería,Roquetas de Mar,04740
715,Almería,Roquetas de Mar,04741
716,Almería,Roquetas de Mar,04743
717,Almería,La Mojonera,04745
718,Almería,La Mojonera,04746
719,Almería,Dalías,04750
720,Almería,Berja,04760
721,Almería,Alcolea,04768
722,Almería,Berja,04768
723,Almería,Berja,04769
724,Almería,Adra,04770
725,Almería,Adra,04778
726,Almería,Adra,04779
727,Almería,Paterna del Río,04779
728,Almería,Bayárcal,04779
729,Almería,Albox,04800
730,Almería,Partaloa,04810
731,Almería,Oria,04810
732,Almería,Oria,04811
733,Almería,Albox,04812
734,Almería,Oria,04813
735,Almería,Albox,04813
736,Almería,Albox,04814
737,Almería,Cantoria,04815
738,Almería,Vélez-Rubio,04820
739,Almería,Chirivel,04825
740,Almería,Vélez-Rubio,04826
741,Almería,Vélez-Rubio,04827
742,Almería,Vélez-Rubio,04828
743,Almería,Vélez-Rubio,04829
744,Almería,Vélez-Blanco,04829
745,Almería,Vélez-Blanco,04830
746,Almería,María,04838
747,Almería,Vélez-Blanco,04839
748,Almería,María,04839
749,Almería,Cantoria,04850
750,Almería,Albánchez,04857
751,Almería,Cantoria,04858
752,Almería,Albánchez,04858
753,Almería,Cóbdar,04859
754,Almería,Chercos,04859
755,Almería,Líjar,04859
756,Almería,Olula del Río,04860
757,Almería,Macael,04867
758,Almería,Laroya,04868
759,Almería,Fines,04869
760,Almería,Purchena,04870
761,Almería,Lúcar,04877
762,Almería,Somontín,04877
763,Almería,Sierro,04878
764,Almería,Suflí,04878
765,Almería,Urrácal,04879
766,Almería,Tíjola,04880
767,Almería,Lúcar,04887
768,Almería,Tíjola,04887
769,Almería,Armuña de Almanzora,04888
770,Almería,Bayarque,04888
771,Almería,Tíjola,04889
772,Almería,Bacares,04889
773,Almería,Serón,04890
774,Almería,Serón,04897
775,Almería,Alcóntar,04897
776,Almería,Serón,04898
777,Almería,Alcóntar,04898
778,Almería,Serón,04899
779,Almería,Oria,04899
780,Almería,Huércal-Overa,04964
781,Ávila,Ávila,05001
782,Ávila,Ávila,05002
783,Ávila,Ávila,05003
784,Ávila,Ávila,05004
785,Ávila,Ávila,05005
786,Ávila,Navaluenga,05100
787,Ávila,El Barraco,05110
788,Ávila,San Juan de la Nava,05111
789,Ávila,Burgohondo,05113
790,Ávila,Villanueva de Ávila,05114
791,Ávila,Serranillos,05115
792,Ávila,Navarrevisca,05115
793,Ávila,Serranillos,05116
794,Ávila,Navalmoral,05120
795,Ávila,Navarredondilla,05120
796,Ávila,San Juan del Molinillo,05120
797,Ávila,Navaquesera,05122
798,Ávila,Navatalgordo,05122
799,Ávila,Navalosa,05123
800,Ávila,Hoyocasero,05123
801,Ávila,Solosancho,05130
802,Ávila,La Hija de Dios,05131
803,Ávila,Mengamuñoz,05131
804,Ávila,Narros del Puerto,05131
805,Ávila,Hoyos de Miguel Muñoz,05132
806,Ávila,San Martín del Pimpollar,05132
807,Ávila,Cepeda la Mora,05132
808,Ávila,San Martín de la Vega del Alberche,05133
809,Ávila,Navadijos,05134
810,Ávila,Navalacruz,05134
811,Ávila,Garganta del Villar,05134
812,Ávila,Marlín,05140
813,Ávila,Bularros,05140
814,Ávila,Casasola,05140
815,Ávila,Martiherrero,05140
816,Ávila,Chamartín,05141
817,Ávila,Sanchorreja,05141
818,Ávila,Narrillos del Rebollar,05141
819,Ávila,Gallegos de Altamiros,05141
820,Ávila,Valdecasa,05143
821,Ávila,San Juan del Olmo,05145
822,Ávila,Muñico,05145
823,Ávila,Manjabálago y Ortigosa de Rioalmar,05145
824,Ávila,El Parral,05146
825,Ávila,Herreros de Suso,05146
826,Ávila,San García de Ingelmos,05146
827,Ávila,Mancera de Arriba,05146
828,Ávila,Mirueña de los Infanzones,05146
829,Ávila,Blascomillán,05146
830,Ávila,Vita,05146
831,Ávila,Gallegos de Sobrinos,05147
832,Ávila,Hurtumpascual,05147
833,Ávila,Cabezas del Villar,05148
834,Ávila,Solana de Rioalmar,05149
835,Ávila,Cillán,05149
836,Ávila,Riocabado,05150
837,Ávila,San Miguel de Serrezuela,05150
838,Ávila,Pascualcobo,05150
839,Ávila,Diego del Carpio,05151
840,Ávila,Martínez,05151
841,Ávila,Martínez,05152
842,Ávila,Arevalillo,05153
843,Ávila,El Mirón,05153
844,Ávila,Collado del Mirón,05153
845,Ávila,Malpartida de Corneja,05153
846,Ávila,Becedillas,05153
847,Ávila,Narrillos del Álamo,05154
848,Ávila,El Mirón,05154
849,Ávila,Zapardiel de la Cañada,05154
850,Ávila,Ávila,05160
851,Ávila,Mingorría,05161
852,Ávila,Las Berlanas,05162
853,Ávila,Gotarrendura,05163
854,Ávila,Monsalupe,05163
855,Ávila,Peñalba de Ávila,05163
856,Ávila,El Oso,05164
857,Ávila,Riocabado,05164
858,Ávila,San Pascual,05164
859,Ávila,Hernansancho,05164
860,Ávila,Villanueva de Gómez,05164
861,Ávila,Pedro-Rodríguez,05165
862,Ávila,Tiñosillos,05165
863,Ávila,Cabizuela,05165
864,Ávila,El Bohodón,05165
865,Ávila,El Tiemblo,05170
866,Ávila,Riofrío,05190
867,Ávila,Niharra,05191
868,Ávila,Mironcillo,05191
869,Ávila,Muñopepe,05192
870,Ávila,La Colilla,05192
871,Ávila,La Serrada,05192
872,Ávila,Santa María del Cubillo,05193
873,Ávila,Ojos-Albos,05193
874,Ávila,Berrocalejo de Aragona,05194
875,Ávila,Ávila,05194
876,Ávila,Mediana de Voltoya,05194
877,Ávila,Ávila,05195
878,Ávila,Herradón de Pinares,05196
879,Ávila,Tornadizos de Ávila,05196
880,Ávila,El Fresno,05197
881,Ávila,Gemuño,05197
882,Ávila,Ávila,05197
883,Ávila,Sotalbo,05198
884,Ávila,Arévalo,05200
885,Ávila,Horcajo de las Torres,05210
886,Ávila,San Juan de la Encinilla,05210
887,Ávila,Cabezas del Pozo,05211
888,Ávila,Cisla,05211
889,Ávila,Cantiveros,05211
890,Ávila,Bernuy-Zapardiel,05211
891,Ávila,Canales,05212
892,Ávila,Fuente el Saúz,05212
893,Ávila,Villanueva del Aceral,05212
894,Ávila,Fuentes de Año,05212
895,Ávila,Aldeaseca,05212
896,Ávila,Langa,05213
897,Ávila,Sinlabajos,05215
898,Ávila,Palacios de Goda,05215
899,Ávila,Donvidas,05215
900,Ávila,Nava de Arévalo,05216
901,Ávila,San Vicente de Arévalo,05217
902,Ávila,Donjimeno,05217
903,Ávila,Cabezas de Alambre,05217
904,Ávila,Constanzana,05217
905,Ávila,Madrigal de las Altas Torres,05220
906,Ávila,Barromán,05229
907,Ávila,Castellanos de Zapardiel,05229
908,Ávila,San Esteban de Zapardiel,05229
909,Ávila,Bercial de Zapardiel,05229
910,Ávila,Las Navas del Marqués,05230
911,Ávila,Las Navas del Marqués,05239
912,Ávila,Peguerinos,05239
913,Ávila,Navalperal de Pinares,05240
914,Ávila,El Hoyo de Pinares,05250
915,Ávila,Cebreros,05260
916,Ávila,San Bartolomé de Pinares,05267
917,Ávila,Herradón de Pinares,05268
918,Ávila,Santa Cruz de Pinares,05268
919,Ávila,El Tiemblo,05270
920,Ávila,El Barraco,05278
921,Ávila,El Tiemblo,05278
922,Ávila,El Tiemblo,05279
923,Ávila,Mingorría,05280
924,Ávila,San Esteban de los Patos,05289
925,Ávila,Tolbaños,05289
926,Ávila,Sanchidrián,05290
927,Ávila,Blascosancho,05290
928,Ávila,Maello,05291
929,Ávila,Vega de Santa María,05292
930,Ávila,Pozanco,05292
931,Ávila,Santo Domingo de las Posadas,05292
932,Ávila,Velayos,05292
933,Ávila,Pajares de Adaja,05292
934,Ávila,Herradón de Pinares,05294
935,Ávila,Espinosa de los Caballeros,05296
936,Ávila,Adanero,05296
937,Ávila,Gutierre-Muñoz,05296
938,Ávila,Orbita,05296
939,Ávila,Tolbaños,05298
940,Ávila,Rasueros,05298
941,Ávila,Mamblas,05298
942,Ávila,Blasconuño de Matacabras,05299
943,Ávila,Moraleja de Matacabras,05299
944,Ávila,Crespos,05300
945,Ávila,Viñegra de Moraña,05309
946,Ávila,Rivilla de Barajas,05309
947,Ávila,Muñogrande,05309
948,Ávila,Crespos,05309
949,Ávila,Collado de Contreras,05309
950,Ávila,Fontiveros,05310
951,Ávila,Cardeñosa,05320
952,Ávila,Bularros,05340
953,Ávila,Aveinte,05340
954,Ávila,San Pedro del Arroyo,05350
955,Ávila,Villaflor,05357
956,Ávila,Aveinte,05357
957,Ávila,Muñogrande,05357
958,Ávila,Grandes y San Martín,05357
959,Ávila,Brabos,05357
960,Ávila,Sigeres,05357
961,Ávila,Santo Tomé de Zabarcos,05357
962,Ávila,Muñomer del Peco,05358
963,Ávila,Narros de Saldueña,05358
964,Ávila,Albornos,05358
965,Ávila,San Juan de la Encinilla,05358
966,Ávila,Papatrigo,05358
967,Ávila,Hoyos del Espino,05364
968,Ávila,Narros del Castillo,05370
969,Ávila,Flores de Ávila,05370
970,Ávila,Muñosancho,05380
971,Ávila,Blascomillán,05380
972,Ávila,Gimialcón,05380
973,Ávila,Salvadiós,05380
974,Ávila,Arenas de San Pedro,05400
975,Ávila,Mombeltrán,05410
976,Ávila,San Esteban del Valle,05412
977,Ávila,Santa Cruz del Valle,05413
978,Ávila,Villarejo del Valle,05413
979,Ávila,Cuevas del Valle,05414
980,Ávila,El Hornillo,05415
981,Ávila,El Arenal,05416
982,Ávila,Guisando,05417
983,Ávila,Arenas de San Pedro,05418
984,Ávila,Sotillo de la Adrada,05420
985,Ávila,Fresnedilla,05427
986,Ávila,Higuera de las Dueñas,05427
987,Ávila,Casillas,05428
988,Ávila,Navahondilla,05429
989,Ávila,Casillas,05429
990,Ávila,Santa María del Tiétar,05429
991,Ávila,La Adrada,05430
992,Ávila,Piedralaves,05440
993,Ávila,Casavieja,05450
994,Ávila,Gavilanes,05460
995,Ávila,Mijares,05461
996,Ávila,Pedro Bernardo,05470
997,Ávila,Candeleda,05480
998,Ávila,Candeleda,05489
999,Ávila,Lanzahíta,05490
1000,Ávila,Mombeltrán,05491
1001,Ávila,Poyales del Hoyo,05492
1002,Ávila,Piedrahíta,05500
1003,Ávila,Santa María del Berrocal,05510
1004,Ávila,Santa María del Berrocal,05511
1005,Ávila,Burgohondo,05513
1006,Ávila,Bonilla de la Sierra,05514
1007,Ávila,Tórtoles,05514
1008,Ávila,San Miguel de Corneja,05514
1009,Ávila,Mesegar de Corneja,05514
1010,Ávila,Navaescurial,05514
1011,Ávila,Piedrahíta,05515
1012,Ávila,Villar de Corneja,05516
1013,Ávila,San Bartolomé de Corneja,05516
1014,Ávila,Hoyorredondo,05516
1015,Asturias,Gijón,05519
1016,Ávila,La Torre,05520
1017,Ávila,Padiernos,05520
1018,Ávila,Salobral,05520
1019,Ávila,Muñogalindo,05530
1020,Ávila,Santa María del Arroyo,05530
1021,Ávila,Muñana,05540
1022,Ávila,Piedralaves,05540
1023,Ávila,La Torre,05540
1024,Ávila,Muñotello,05560
1025,Ávila,Amavida,05560
1026,Ávila,Vadillo de la Sierra,05560
1027,Ávila,Villatoro,05560
1028,Ávila,Poveda,05560
1029,Ávila,Pradosegar,05560
1030,Ávila,Bonilla de la Sierra,05570
1031,Ávila,Navacepedilla de Corneja,05571
1032,Ávila,Villafranca de la Sierra,05571
1033,Ávila,Casas del Puerto,05571
1034,Ávila,Santa María de los Caballeros,05580
1035,Ávila,Aldeanueva de Santa Cruz,05580
1036,Ávila,Avellaneda,05580
1037,Ávila,Santa María de los Caballeros,05581
1038,Ávila,Villanueva del Campillo,05591
1039,Ávila,Santiago del Collado,05592
1040,Ávila,La Aldehuela,05593
1041,Ávila,El Barco de Ávila,05600
1042,Ávila,Becedas,05610
1043,Ávila,Gilbuena,05619
1044,Ávila,San Bartolomé de Béjar,05619
1045,Ávila,Neila de San Miguel,05619
1046,Ávila,Medinilla,05619
1047,Ávila,La Carrera,05620
1048,Ávila,Puerto Castilla,05621
1049,Ávila,Solana de Ávila,05621
1050,Ávila,Santiago del Tormes,05630
1051,Ávila,Bohoyo,05630
1052,Ávila,Zapardiel de la Ribera,05631
1053,Ávila,Navalperal de Tormes,05631
1054,Ávila,San Juan de Gredos,05632
1055,Ávila,Navalperal de Tormes,05632
1056,Ávila,San Juan de Gredos,05633
1057,Ávila,Hoyos del Collado,05634
1058,Ávila,Hoyos del Espino,05634
1059,Ávila,Navarredonda de Gredos,05635
1060,Ávila,Gavilanes,05640
1061,Ávila,Los Llanos de Tormes,05690
1062,Ávila,Bohoyo,05690
1063,Ávila,Solana de Ávila,05691
1064,Ávila,El Losar del Barco,05692
1065,Ávila,Umbrías,05693
1066,Ávila,Gil García,05693
1067,Ávila,Becedas,05694
1068,Ávila,Junciana,05694
1069,Ávila,La Horcajada,05695
1070,Ávila,San Lorenzo de Tormes,05696
1071,Ávila,La Horcajada,05696
1072,Ávila,Nava del Barco,05697
1073,Ávila,Navatejares,05697
1074,Ávila,Tormellas,05697
1075,Ávila,Navalonguilla,05697
1076,Badajoz,Badajoz,06001
1077,Badajoz,Badajoz,06002
1078,Badajoz,Badajoz,06003
1079,Badajoz,Badajoz,06004
1080,Badajoz,Badajoz,06005
1081,Badajoz,Badajoz,06006
1082,Badajoz,Badajoz,06007
1083,Badajoz,Badajoz,06008
1084,Badajoz,Badajoz,06009
1085,Badajoz,Badajoz,06010
1086,Badajoz,Badajoz,06011
1087,Badajoz,Olivenza,06100
1088,Badajoz,Cheles,06105
1089,Badajoz,Olivenza,06106
1090,Badajoz,Olivenza,06107
1091,Badajoz,Olivenza,06108
1092,Badajoz,Olivenza,06109
1093,Badajoz,Villanueva del Fresno,06110
1094,Badajoz,Oliva de la Frontera,06120
1095,Badajoz,Zahínos,06129
1096,Badajoz,Valverde de Leganés,06130
1097,Badajoz,Alconchel,06131
1098,Badajoz,Higuera de Vargas,06132
1099,Badajoz,Táliga,06133
1100,Badajoz,Valencia del Mombuey,06134
1101,Badajoz,Talavera la Real,06140
1102,Badajoz,Santa Marta,06150
1103,Badajoz,Barcarrota,06160
1104,Badajoz,La Albuera,06170
1105,Badajoz,Badajoz,06170
1106,Badajoz,Almendral,06171
1107,Badajoz,Torre de Miguel Sesmero,06172
1108,Badajoz,Nogales,06173
1109,Badajoz,Salvaleón,06174
1110,Badajoz,La Haba,06174
1111,Badajoz,Salvatierra de los Barros,06175
1112,Badajoz,La Morera,06176
1113,Badajoz,La Parra,06176
1114,Badajoz,Valle de Matamoros,06177
1115,Badajoz,Valle de Santa Ana,06178
1116,Badajoz,Badajoz,06180
1117,Badajoz,Badajoz,06181
1118,Badajoz,Badajoz,06182
1119,Badajoz,Badajoz,06183
1120,Badajoz,Pueblonuevo del Guadiana,06184
1121,Badajoz,Valdelacalzada,06185
1122,Badajoz,Guadiana del Caudillo,06186
1123,Badajoz,Lobón,06187
1124,Badajoz,La Roca de la Sierra,06190
1125,Badajoz,Puebla de Obando,06191
1126,Badajoz,Villar del Rey,06192
1127,Badajoz,Badajoz,06193
1128,Badajoz,Badajoz,06194
1129,Badajoz,Badajoz,06195
1130,Badajoz,Corte de Peleas,06196
1131,Badajoz,Solana de los Barros,06196
1132,Badajoz,Entrín Bajo,06197
1133,Badajoz,Solana de los Barros,06198
1134,Badajoz,Almendralejo,06200
1135,Badajoz,Aceuchal,06207
1136,Badajoz,Villalba de los Barros,06208
1137,Badajoz,Solana de los Barros,06209
1138,Badajoz,Torremejía,06210
1139,Badajoz,Villafranca de los Barros,06220
1140,Badajoz,Ribera del Fresno,06225
1141,Badajoz,Hinojosa del Valle,06226
1142,Badajoz,Llera,06227
1143,Badajoz,Hornachos,06228
1144,Badajoz,Puebla del Prior,06229
1145,Badajoz,Los Santos de Maimona,06230
1146,Badajoz,Fuente de Cantos,06240
1147,Badajoz,Carmonita,06249
1148,Badajoz,Calzadilla de los Barros,06249
1149,Badajoz,Bienvenida,06250
1150,Badajoz,Monesterio,06260
1151,Badajoz,Segura de León,06270
1152,Badajoz,Fuentes de León,06280
1153,Badajoz,Usagre,06290
1154,Badajoz,Montemolín,06291
1155,Badajoz,Calera de León,06292
1156,Badajoz,Cabeza la Vaca,06293
1157,Badajoz,Zafra,06300
1158,Badajoz,Puebla de Sancho Pérez,06310
1159,Badajoz,Medina de las Torres,06320
1160,Badajoz,Atalaya,06329
1161,Badajoz,Valencia del Ventoso,06330
1162,Badajoz,Fregenal de la Sierra,06340
1163,Badajoz,Higuera la Real,06350
1164,Badajoz,Fuente del Maestre,06360
1165,Badajoz,Burguillos del Cerro,06370
1166,Badajoz,Valverde de Burguillos,06378
1167,Badajoz,Jerez de los Caballeros,06380
1168,Badajoz,Jerez de los Caballeros,06389
1169,Badajoz,Feria,06390
1170,Badajoz,La Lapa,06391
1171,Badajoz,Puebla de Sancho Pérez,06392
1172,Badajoz,Alconera,06393
1173,Badajoz,Bodonal de la Sierra,06394
1174,Badajoz,Don Benito,06400
1175,Badajoz,Guareña,06410
1176,Badajoz,Aceuchal,06410
1177,Badajoz,Santa Amalia,06410
1178,Badajoz,Don Benito,06410
1179,Badajoz,Medellín,06411
1180,Badajoz,Don Benito,06412
1181,Badajoz,Mengabril,06413
1182,Badajoz,Castuera,06420
1183,Badajoz,Monterrubio de la Serena,06427
1184,Badajoz,Benquerencia de la Serena,06428
1185,Badajoz,Benquerencia de la Serena,06429
1186,Badajoz,Zalamea de la Serena,06430
1187,Badajoz,Esparragosa de la Serena,06439
1188,Badajoz,Malpartida de la Serena,06440
1189,Badajoz,Higuera de la Serena,06441
1190,Badajoz,Retamal de Llerena,06442
1191,Badajoz,Campillo de Llerena,06443
1192,Badajoz,Valencia de las Torres,06444
1193,Badajoz,Higuera de Llerena,06445
1194,Badajoz,Quintana de la Serena,06450
1195,Badajoz,Valle de la Serena,06458
1196,Badajoz,Campanario,06459
1197,Badajoz,Campanario,06460
1198,Badajoz,Magacela,06468
1199,Badajoz,La Coronada,06469
1200,Badajoz,Guareña,06470
1201,Badajoz,Villagonzalo,06473
1202,Badajoz,Valdetorres,06474
1203,Badajoz,Oliva de Mérida,06475
1204,Badajoz,Palomas,06476
1205,Badajoz,Puebla de la Reina,06477
1206,Badajoz,Manchita,06478
1207,Badajoz,Cristina,06479
1208,Badajoz,Montijo,06480
1209,Badajoz,La Nava de Santiago,06486
1210,Badajoz,Cordobilla de Lácara,06487
1211,Badajoz,Carmonita,06488
1212,Badajoz,Montijo,06489
1213,Badajoz,Puebla de la Calzada,06490
1214,Badajoz,Lobón,06498
1215,Badajoz,Montijo,06499
1216,Badajoz,San Vicente de Alcántara,06500
1217,Badajoz,Alburquerque,06510
1218,Badajoz,La Codosera,06518
1219,Badajoz,Alburquerque,06519
1220,Badajoz,Cabeza del Buey,06600
1221,Badajoz,Peñalsordo,06610
1222,Badajoz,Zarza-Capilla,06611
1223,Badajoz,Capilla,06612
1224,Badajoz,Benquerencia de la Serena,06613
1225,Badajoz,Cabeza del Buey,06614
1226,Badajoz,Benquerencia de la Serena,06615
1227,Badajoz,Esparragosa de Lares,06620
1228,Badajoz,Puebla de Alcocer,06630
1229,Badajoz,Talarrubias,06640
1230,Badajoz,Siruela,06650
1231,Badajoz,Garlitos,06656
1232,Badajoz,Risco,06657
1233,Badajoz,Tamurejo,06658
1234,Badajoz,Baterno,06659
1235,Badajoz,Fuenlabrada de los Montes,06660
1236,Badajoz,Herrera del Duque,06670
1237,Badajoz,Villarta de los Montes,06678
1238,Badajoz,Herrera del Duque,06679
1239,Badajoz,Castilblanco,06680
1240,Badajoz,Valdecaballeros,06689
1241,Badajoz,Garbayuela,06690
1242,Badajoz,Helechosa de los Montes,06692
1243,Badajoz,Villanueva de la Serena,06700
1244,Badajoz,Villanueva de la Serena,06710
1245,Badajoz,Don Benito,06711
1246,Badajoz,Villanueva de la Serena,06712
1247,Badajoz,Acedera,06713
1248,Badajoz,La Haba,06714
1249,Badajoz,Rena,06715
1250,Badajoz,Villar de Rena,06716
1251,Badajoz,Don Benito,06717
1252,Badajoz,Villar de Rena,06717
1253,Badajoz,Villanueva de la Serena,06718
1254,Badajoz,Villanueva de la Serena,06720
1255,Badajoz,Navalvillar de Pela,06730
1256,Badajoz,Acedera,06730
1257,Badajoz,Navalvillar de Pela,06731
1258,Badajoz,Orellana la Vieja,06740
1259,Badajoz,Orellana de la Sierra,06750
1260,Badajoz,Navalvillar de Pela,06760
1261,Badajoz,Casas de Don Pedro,06770
1262,Badajoz,Mérida,06800
1263,Badajoz,Calamonte,06810
1264,Badajoz,Don Álvaro,06820
1265,Badajoz,La Zarza,06830
1266,Badajoz,Alange,06840
1267,Badajoz,Arroyo de San Serván,06850
1268,Badajoz,Esparragalejo,06860
1269,Badajoz,La Garrovilla,06870
1270,Badajoz,Torremayor,06880
1271,Badajoz,Valverde de Mérida,06890
1272,Badajoz,Mirandilla,06891
1273,Badajoz,Trujillanos,06892
1274,Badajoz,San Pedro de Mérida,06893
1275,Badajoz,Aljucén,06894
1276,Badajoz,El Carrascalejo,06894
1277,Badajoz,Llerena,06900
1278,Badajoz,Puebla del Maestre,06906
1279,Badajoz,Montemolín,06907
1280,Badajoz,Montemolín,06908
1281,Badajoz,Trasierra,06909
1282,Badajoz,Granja de Torrehermosa,06910
1283,Badajoz,Peraleda del Zaucejo,06919
1284,Badajoz,Azuaga,06920
1285,Badajoz,Valverde de Llerena,06927
1286,Badajoz,Malcocinado,06928
1287,Badajoz,Azuaga,06929
1288,Badajoz,Berlanga,06930
1289,Badajoz,Maguilla,06939
1290,Badajoz,Ahillones,06940
1291,Badajoz,Villagarcía de la Torre,06950
1292,Badajoz,Casas de Reina,06960
1293,Badajoz,Reina,06970
1294,Badajoz,Fuente del Arco,06980
1295,Illes Balears,Palma,07001
1296,Illes Balears,Palma,07002
1297,Illes Balears,Palma,07003
1298,Illes Balears,Palma,07004
1299,Illes Balears,Palma,07005
1300,Illes Balears,Palma,07006
1301,Illes Balears,Palma,07007
1302,Illes Balears,Palma,07008
1303,Illes Balears,Palma,07009
1304,Illes Balears,Bunyola,07010
1305,Illes Balears,Palma,07010
1306,Illes Balears,Palma,07011
1307,Illes Balears,Palma,07012
1308,Illes Balears,Palma,07013
1309,Illes Balears,Palma,07014
1310,Illes Balears,Palma,07015
1311,Illes Balears,Palma,07071
1312,Illes Balears,Sóller,07100
1313,Illes Balears,Sóller,07101
1314,Illes Balears,Sóller,07108
1315,Illes Balears,Fornalutx,07109
1316,Illes Balears,Bunyola,07110
1317,Illes Balears,Palma,07120
1318,Illes Balears,Sencelles,07140
1319,Illes Balears,Marratxí,07141
1320,Illes Balears,Santa Eugñnia,07142
1321,Illes Balears,Sencelles,07143
1322,Illes Balears,Sencelles,07144
1323,Illes Balears,Costitx,07144
1324,Illes Balears,Andratx,07150
1325,Illes Balears,Andratx,07157
1326,Illes Balears,Andratx,07159
1327,Illes Balears,Andratx,07160
1328,Illes Balears,Calviñ,07160
1329,Illes Balears,Valldemossa,07170
1330,Illes Balears,Sóller,07179
1331,Illes Balears,Deiñ,07179
1332,Illes Balears,Calviñ,07180
1333,Illes Balears,Calviñ,07181
1334,Illes Balears,Calviñ,07183
1335,Illes Balears,Calviñ,07184
1336,Illes Balears,Esporles,07190
1337,Illes Balears,Valldemossa,07190
1338,Illes Balears,Banyalbufar,07190
1339,Illes Balears,Banyalbufar,07191
1340,Illes Balears,Estellencs,07192
1341,Illes Balears,Bunyola,07193
1342,Illes Balears,Puigpunyent,07194
1343,Illes Balears,Puigpunyent,07195
1344,Illes Balears,Calviñ,07196
1345,Illes Balears,Palma,07198
1346,Illes Balears,Palma,07199
